District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Link
Kolhapur,Dark Brown,116.98865550289057,77.4247403165047,62.32203877685387,5.995119403330525,864.1309964197211,20.3188799439282,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Satara,Black,73.7918437613369,49.81602751880828,60.74678693271578,5.954567239691922,494.1989576827206,15.512951702032344,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,82.82085139077395,46.75484244427398,47.1043110644864,6.3241438675211885,585.13328449697,19.826984203164734,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,108.21323851648894,49.26804318521024,46.476032121638454,7.236519635637149,864.758405134094,20.89755313375218,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Satara,Black,147.4103073854621,75.02111756415857,145.91850756382382,7.333201927596702,1030.0375929691195,26.1888401213498,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Kolhapur,Dark Brown,103.56461987207955,46.30345086429087,47.14788232303349,6.773896806954308,613.1261651523645,19.803619339978713,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Pune,Black,133.00377619015,81.33762488096514,128.47809569432582,6.772795172977434,1310.8015416364929,23.869922309159588,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Satara,Black,125.75663267106597,71.73420675735804,131.01836910630723,6.107094234390965,955.8608906138894,25.46413453375899,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Pune,Black,36.02319265229855,28.999538350810898,20.729368854204175,5.874558915182673,683.6196979544067,25.383987324751473,Paddy,Urea,https://youtu.be/XtPP-cXCip9
Pune,Black,146.29865800218928,67.21147951495274,123.84864502505631,6.9475308030863,1341.5521225209675,31.132150837401326,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Pune,Reddish Brown,114.73506171402224,56.874427395006386,52.08675087085852,6.993094913352126,767.8338754919961,14.509336873799473,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Pune,Reddish Brown,117.60060262607661,57.38365120533022,46.86676152565992,7.821819066690409,861.1005585524167,15.042932973076397,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Pune,Black,35.09213541891465,30.075686801104446,31.14413297155943,5.715028839301817,704.0376971801654,25.303000152425415,Paddy,DAP,https://youtu.be/XtPP-cXCip27
Solapur,Black,69.71608464250323,38.05796307041404,29.072367714524294,7.856657159368518,588.144187953169,26.09506733725624,Paddy,Urea,https://youtu.be/XtPP-cXCip20
Kolhapur,Dark Brown,116.22954097225266,82.83097743089563,41.68290088459835,6.54052926987614,497.53457672465174,20.098505259278376,Paddy,SSP,https://youtu.be/nZxrPsXAJE71
Satara,Black,143.83748147448628,68.07486472318857,150.78353300312546,6.00901194336744,923.2553674430475,20.349517378966176,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Pune,Black,151.79090185486172,79.30176276562155,135.56871485491743,6.674469900090067,1328.0547628126378,24.58058475162394,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Sangli,Reddish Brown,126.52898454779692,67.75322582308816,95.3709028946472,6.727006487209605,823.8293113890213,31.360978791319425,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Satara,Black,132.8966937278964,80.82893298890636,117.89123903811175,6.709950316150981,1047.6524710195679,36.55545288989876,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Sangli,Black,144.46055436406968,73.37973369441549,44.755857683985894,6.629346457619968,484.1661683709017,24.45352516200986,Paddy,SSP,https://youtu.be/nZxrPsXAJE166
Satara,Black,40.4464348539672,50.069993844892515,81.16521909551658,5.477290638120192,871.9086903393185,19.211167223679023,Paddy,DAP,https://youtu.be/rPrZO6MqCqI
Kolhapur,Dark Brown,125.67612284494349,60.30883403842698,57.07774060445709,6.28352740099359,679.0855723798993,29.199065473870526,Paddy,SSP,https://youtu.be/nZxrPsXAJE150
Sangli,Black,146.68262831938065,60.09771905786462,55.847428579816295,5.276644001473892,618.8050255880567,20.665434604373466,Paddy,MOP,https://youtu.be/nZxrPsXAJE117
Solapur,Red,76.38761734176033,52.20903894711778,47.008462412399886,7.029788476684487,480.0294148285463,25.203719329295904,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,71.39925112339144,60.98119673720586,58.76279084198193,7.540774306064774,832.8748189188979,15.706831869344674,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Satara,Black,143.68460322271494,76.3085757141822,130.97419970768874,7.05465896318263,895.3363876725884,30.81571705192941,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Pune,Black,122.33913588243509,80.69307614781849,124.91978887666038,7.452468158190409,1471.6964937010698,24.091869485203873,Paddy,DAP,https://youtu.be/2t5Am0xLTOo
Pune,Black,142.39093399150607,72.75535006091535,136.85279460072383,6.732313351521762,970.9248755406167,28.725292488857157,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Sangli,Black,140.90180358627742,63.30386224701284,38.95891142631506,6.088411588898903,628.8769347682619,19.810356186168836,Paddy,SSP,https://youtu.be/nZxrPsXAJE159
Kolhapur,Dark Brown,135.70991010640134,60.912431299950214,54.2128592861425,7.213185466491367,481.92938487775643,20.66996584487976,Paddy,Urea,https://youtu.be/nZxrPsXAJE115
Solapur,Black,129.76952655049197,60.68507728619182,60.995625349818134,6.728720055655947,970.8504416039381,19.12010146698055,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Solapur,Black,147.54880357253248,69.19259844769408,79.23995967290813,7.185219528556845,953.3752652864835,19.100870348395087,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Satara,Red,61.31147368923131,59.821619067361034,49.427208129094446,6.668146773320308,865.5703663840729,31.433017228665342,Paddy,Urea,https://youtu.be/RiBSAjxgFvU
Kolhapur,Dark Brown,115.72923036796422,79.90631759498822,48.34862581044483,7.129753496731743,595.4600545002711,19.849527833214445,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Solapur,Black,52.22862851731929,33.53388621466557,30.25832214746347,6.645516280963918,288.49627028335976,25.138851563151793,Paddy,20:20:20 NPK,https://youtu.be/EhyW9blAneM
Sangli,Black,107.49305168749943,45.13184761905835,42.77745474573382,6.264874099874705,905.941110844714,19.078210787576786,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Satara,Black,42.81518397565553,48.171694987632996,81.16732110291161,5.727160110998404,925.4965230531775,20.85573886449311,Paddy,DAP,https://youtu.be/rPrZO6MqCqI
Kolhapur,Dark Brown,113.60127999561156,60.667738821688204,48.15131077430214,6.654751848918055,884.1030313420042,20.916745895165416,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,103.68226621311871,71.26375462480671,53.31817784003882,7.258266045601294,777.4699173249327,15.724522556938433,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Solapur,Red,66.84748893003501,38.78860882518567,56.70284123442928,7.7410448771140015,607.7906440583852,31.03109379985235,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Pune,Black,133.67392597343928,69.97767417159034,138.4882521619331,7.255888708142265,1140.2456103164527,20.056136522556823,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Kolhapur,Black,91.91155694186754,57.67028742728559,114.07159921382053,6.967379598321157,1073.7852531737221,33.415273935054294,Paddy,DAP,https://youtu.be/2t5Am0xLTOo
Satara,Black,65.59770724713798,56.60380882059118,44.26683807208153,7.181900176027205,476.0306661366462,14.63439955446827,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Satara,Black,47.79885550506317,55.58398202814523,72.89646601237922,5.328133893832111,969.5213190997556,36.47492006474156,Paddy,Urea,https://youtu.be/rPrZO6MqCqI
Kolhapur,Dark Brown,25.400750490827896,39.505199825872516,30.5388300332907,6.996341842460493,1041.423775414724,19.431843976100083,Paddy,Urea,https://youtu.be/XtPP-cXCip15
Sangli,Black,129.36411457162242,59.94517049269416,39.76270701740348,5.483253989192132,512.7089201789398,20.540448677858247,Paddy,MOP,https://youtu.be/nZxrPsXAJE9
Satara,Black,126.39604076987061,67.49615061409264,130.3720284813733,6.015316314596882,1046.2977412312898,35.75770913026737,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Pune,Black,144.8175316992439,64.89190779593316,115.56749306462088,6.673342888838929,1334.079426662933,25.031762336495095,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Solapur,Red,63.121975500342224,39.49737437252195,58.052819660987886,5.836599557656557,493.7237075809865,14.285371436922514,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Satara,Black,75.40729905574175,57.1811145607237,61.45743419895881,5.9698775252238985,666.6608763228062,25.4896735651796,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Solapur,Black,134.0147533963197,70.12714708119347,81.17170159197264,7.65867217257263,967.6172338865307,20.123631998023562,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Kolhapur,Dark Brown,25.16031409743078,28.93959889841439,26.07741497912527,6.109099505670152,769.1210906730287,25.364791036826652,Paddy,SSP,https://youtu.be/XtPP-cXCip18
Kolhapur,Dark Brown,102.74360428435881,58.452763273754464,60.94536276319729,6.191566937111938,667.2573358431532,25.255758313882676,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Satara,Black,57.06613364725044,51.83671558193444,73.89416630474982,5.742428659344981,1006.3068952826917,33.52168572897349,Paddy,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI
Solapur,Red,73.977628452611,43.46240675645261,53.06435203281301,7.207787267512548,629.1703891473396,29.06136177173021,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Sangli,Black,151.5406742497829,75.82781954570832,51.758066063928574,7.159786242023982,604.8916848275584,28.995591625611286,Paddy,SSP,https://youtu.be/nZxrPsXAJE175
Kolhapur,Dark Brown,86.06652475792089,54.642112749464744,57.32649352706707,6.8398105205667585,682.0493227845501,26.16371615242763,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Pune,Reddish Brown,114.84153999008747,50.32771927246332,50.51553029980692,6.648867532541331,669.7651561302346,15.026476763091626,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Satara,Black,63.71686171425606,57.30329272730116,54.68948494015515,6.047915021763614,523.3541619724467,15.60305794337379,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,124.72700211696765,62.975464000214025,60.24147582952368,6.0918824785835435,673.8452064554272,31.204934426064558,Paddy,SSP,https://youtu.be/nZxrPsXAJE149
Solapur,Black,79.11572050880248,29.338927436229636,24.818558673316588,6.260671601081751,495.36413572939824,25.551204370795844,Paddy,Urea,https://youtu.be/sQwNkYRVxM27
Satara,Black,46.062143354015774,54.39258979023114,66.98740725291532,5.247644070373247,920.9696349682812,30.30791113881896,Paddy,Urea,https://youtu.be/rPrZO6MqCqI
Satara,Black,65.9259136092668,59.82645023477808,38.579692682692816,6.818547655590372,479.9585641659411,14.5633527160169,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Light Brown,24.436324453760903,19.07090531816522,10.239125808361242,7.246809479701001,810.4180389067208,35.62521287465739,Paddy,SSP,https://youtu.be/sQwNkYRVxM33
Solapur,Black,55.910149496322866,41.130690531420704,30.537637949099693,7.036815408056958,312.87504130128696,30.758480039890333,Paddy,Urea,https://youtu.be/EhyW9blAneM
Solapur,Red,70.04343541731969,54.76224486437157,41.81439424242711,6.420241570684894,594.6153851966501,20.11501408305112,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Satara,Red,60.71664427299197,59.13164626879789,39.79727196016504,5.240237946341107,1028.596125237048,28.868140736453245,Paddy,Ferrous Sulphate,https://youtu.be/RiBSAjxgFvU
Satara,Black,126.26443121695388,67.40151120713247,135.7010256033642,7.319690112665176,905.2351954615173,30.48301501885827,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Kolhapur,Dark Brown,123.05902190399769,63.50110695799243,49.055087091998764,7.233861696787468,513.6175264619658,19.973272257617882,Paddy,SSP,https://youtu.be/nZxrPsXAJE51
Pune,Black,29.595619241808613,29.230157366831136,25.249827482579303,5.804544962523311,679.8143096295768,25.947607881371432,Paddy,SSP,https://youtu.be/XtPP-cXCip17
Sangli,Black,119.34830582144048,69.77796900195439,41.3168594362657,6.226019460063868,598.0909286885064,30.525687101081232,Paddy,MOP,https://youtu.be/nZxrPsXAJE127
Solapur,Black,150.0449262582687,68.39875997664566,76.79288268554507,7.476355637628465,1139.6490877694557,35.92113546096687,Paddy,DAP,https://youtu.be/2t5Am0xLTOo
Satara,Black,136.52016201422362,79.07384946231988,151.04282598051088,5.977684831028765,879.5725332574185,30.751763426809866,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Sangli,Black,127.58916479854463,83.16092841960065,51.16379707741744,7.3320379161123945,613.5741264500474,26.22663604996498,Paddy,MOP,https://youtu.be/nZxrPsXAJE143
Kolhapur,Dark Brown,117.39977343563808,76.03126666281153,51.37130265351556,7.269044187377355,1045.433047576967,25.113261593149268,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Satara,Black,123.10941535273213,67.88180513602371,140.45503510122882,6.25001657480179,886.2546102089775,29.172755561777045,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Sangli,Reddish Brown,147.09842071370642,60.1121452317413,91.91685371998233,7.043479890312009,827.42214793551,19.90197690121749,Paddy,DAP,https://youtu.be/2t5Am0xLTOo
Satara,Black,134.75156893044715,72.3496758456131,134.18275569457688,6.456639410580425,932.3110110257278,30.930781499496987,Paddy,DAP,https://youtu.be/2t5Am0xLTOo
Solapur,Red,70.47138441316588,49.69915919495321,43.98538917523901,6.8748458350901736,475.96038381732853,25.653228954817227,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Satara,Black,44.32078907257272,61.484686596763865,73.28003108072839,6.096019921404176,975.2998248509531,35.3601779533384,Paddy,Urea,https://youtu.be/rPrZO6MqCqI
Satara,Black,114.74487365236612,63.206625509433486,127.57654807045272,6.507664606937546,957.5077216643201,24.66172688165124,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Sangli,Black,30.962586921917747,29.888133920510786,43.88139418838966,6.21383971487634,1639.1650798679896,29.86853296833953,Paddy,White Potash,https://youtu.be/RiBSAjxgFvU
Sangli,Black,142.22090696537904,67.03607790341756,56.62902679988619,6.761152466241601,602.5605687704335,24.51993286850334,Paddy,SSP,https://youtu.be/nZxrPsXAJE62
Pune,Black,125.07259025733181,67.01133357716974,146.03899849686331,6.388432173555916,1040.6750612799324,20.634863461361995,Paddy,DAP,https://youtu.be/2t5Am0xLTOo
Sangli,Reddish Brown,145.1448924030983,58.64322071511344,97.98825829694191,6.265074680879985,714.9630951826088,29.20288088191003,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Sangli,Reddish Brown,130.5210815584206,57.55186472999719,102.02546108245971,6.470079928963199,693.5553989384349,30.356400399409555,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Sangli,Reddish Brown,128.8907332900065,72.08326269340529,83.04365142867483,6.577761491981557,705.7476709222462,19.264133576799377,Paddy,DAP,https://youtu.be/2t5Am0xLTOo
Satara,Black,50.26244015157309,59.020248633608084,76.63683936740613,5.494022105735029,862.2517235860614,20.820521835783723,Paddy,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI
Pune,Black,145.7686719925191,67.82048931706429,143.68632891059355,7.551243284225759,1218.1985246650302,20.855212303241764,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Kolhapur,Black,87.16197665573895,50.42200687894752,109.74065396383186,6.2913802480203715,1019.5019760459778,31.481473603270505,Paddy,DAP,https://youtu.be/2t5Am0xLTOo
Sangli,Black,43.24223224108998,19.712620304638566,29.283252944215473,6.796163447580268,413.0520614384325,24.274585460752945,Paddy,SSP,https://youtu.be/sQwNkYRVxM27
Satara,Black,149.02192798977822,62.3806429189382,128.02523231029394,6.523494980294232,955.0691824641893,25.451989846693213,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Kolhapur,Dark Brown,129.0255292211209,75.65668913717323,60.37211954887332,5.7623342772248165,707.763857009003,30.212669397667888,Paddy,SSP,https://youtu.be/nZxrPsXAJE67
Pune,Reddish Brown,108.1133254213898,56.08630522617723,51.83704537626424,6.681262959554854,813.0042074040684,15.639151378325371,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Satara,Black,127.15991579376725,75.5156934938372,114.48870053994249,6.661519831510717,1034.8325363095519,34.33285968474056,Paddy,DAP,https://youtu.be/2t5Am0xLTOo
Kolhapur,Black,81.49248925394117,61.72615839350928,112.78461347581666,7.285593324037648,1466.127257778689,34.84000459801323,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Sangli,Reddish Brown,115.1070941709082,62.29802962263407,95.02545720302142,6.5861991640318465,708.5398963010699,30.836087237323973,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Kolhapur,Black,100.77565153567147,57.9550759876791,120.02170036771255,7.213290099867336,1476.6108397897028,34.15506075009666,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Kolhapur,Dark Brown,98.68901057696208,56.92439023950551,60.675017342907175,6.83017635363148,522.2779571480578,15.27954194892431,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Solapur,Red,81.57374399962082,43.86036433511767,51.5473099567592,7.115855042859922,487.2868426284703,25.99014872314237,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Satara,Black,77.56312866776192,47.07927115382806,46.167214486256675,6.374610316601792,570.0851551443204,19.878979649285625,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Solapur,Black,59.01917596127367,41.32403888887757,31.336195482262102,6.6801580621545265,290.5223959119373,30.339350422445396,Paddy,Urea,https://youtu.be/EhyW9blAneM
Kolhapur,Dark Brown,116.7399461996247,40.974393375413314,38.54857558630261,6.299530458143055,523.6626835820813,14.996277502092656,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,62.999802196310135,55.051598156296734,51.01673744582562,7.634671653893874,601.806263255655,19.60148174456084,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,68.08935825796925,54.20685106364857,45.154851075372285,7.055601076707948,706.6834372086469,24.141685964962097,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Pune,Black,133.4410954975989,71.03342945683774,139.17676000045796,7.172742304556666,1497.0319248814205,24.911902910192097,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Kolhapur,Dark Brown,30.324993244636662,29.517885203633956,30.06720714021631,5.766036324999769,775.5265363719989,19.80299986407902,Paddy,DAP,https://youtu.be/XtPP-cXCip28
Satara,Black,150.8491121186636,60.68350301310366,138.64130942370946,5.987815600655159,1017.1412900300794,25.128311705999597,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Pune,Black,132.39048319291754,80.80338603705687,130.77128069781105,7.715444463059323,1430.3544247416007,25.69586090421302,Paddy,DAP,https://youtu.be/2t5Am0xLTOo
Solapur,Black,39.183173235143144,29.68340606252314,29.84820330908846,5.707673209653452,288.9170437868342,19.26694151750827,Paddy,SSP,https://youtu.be/EhyW9blAneM
Solapur,Black,47.06441655656992,30.76536837579074,24.85795859252155,5.923771428514804,404.7761477675664,19.206989820328374,Paddy,20:20:20 NPK,https://youtu.be/EhyW9blAneM
Solapur,Black,123.20965812588595,77.88732384839355,81.45168246158454,8.203585364888406,1146.9048372930051,20.056504167347768,Paddy,DAP,https://youtu.be/2t5Am0xLTOo
Kolhapur,Dark Brown,117.26063741424615,65.77631034376701,58.17879145466095,5.940477762263653,890.8327659420032,19.594804487666043,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,116.76424233640515,70.33786355385172,53.394891519745464,7.863171582038597,579.3324600410702,20.826135289616914,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Sangli,Black,113.1310636413773,57.172780428903984,46.25082271636977,7.004086455064311,785.6397718324803,19.013527768732462,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Satara,Black,144.0174407838785,77.0221408967775,143.82823433648196,6.804785708911629,1007.9615914990811,25.901900688441014,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Kolhapur,Dark Brown,130.5853400172284,65.62736737817438,48.549282116074906,7.2643976820017855,508.0009017039422,20.599370406183684,Paddy,SSP,https://youtu.be/nZxrPsXAJE53
Sangli,Reddish Brown,147.8472289091999,68.6092799583721,93.5596708199033,6.19232740561069,730.0442021736916,30.00844329202088,Paddy,DAP,https://youtu.be/2t5Am0xLTOo
Kolhapur,Dark Brown,126.35268615893644,58.229955134797066,38.80209066085986,5.982238598265414,513.979532277046,20.192565913541706,Paddy,Urea,https://youtu.be/nZxrPsXAJE9
Pune,Black,124.36990687993324,66.8241317496816,120.77382919546123,7.0515599510481834,1141.6445938749425,26.130342187877588,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Kolhapur,Dark Brown,120.74429090767387,79.43614391705626,52.368917960911325,6.031767901455229,517.9464397952129,19.491136544086306,Paddy,SSP,https://youtu.be/nZxrPsXAJE176
Solapur,Red,67.85094078313885,41.833749894276544,42.7622232981973,6.281383397919884,623.3666858254204,20.88634334718179,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Satara,Black,55.83046313494986,49.09329057710482,75.27622171992019,5.806314813902825,1013.5757063830005,36.74520956867566,Paddy,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI
Kolhapur,Dark Brown,19.997092335643664,36.25821678768294,30.857813866155162,6.481411603470998,897.4958020609813,20.82610330369508,Paddy,SSP,https://youtu.be/XtPP-cXCip20
Kolhapur,Dark Brown,118.11313896145998,44.67823034541147,39.54340225996584,6.535431120301082,766.0911852563692,14.937417554300554,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Satara,Black,51.84277322999794,53.263051762328914,78.23378348790538,6.716654317311121,915.7376892129714,20.085054466680607,Paddy,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI
Satara,Black,78.83325722972579,60.88622822930136,48.83295110163509,7.818753502055953,614.8756446982424,20.995069542637886,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,73.990934535485,38.736554704664506,38.906510040403276,5.941462584187206,476.13155137215676,15.127463656274374,Paddy,19:19:19 NPK,https://youtu.be/VNptnPJt5yo
Satara,Black,134.7876003931246,78.57901958895825,151.8975749991092,6.763584973214698,953.6167079986842,33.40412027961969,Paddy,DAP,https://youtu.be/2t5Am0xLTOo
Sangli,Reddish Brown,144.69603419933514,63.65941908104682,89.07573601755142,6.373921028846901,685.3843606682879,20.821534786829076,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Satara,Black,147.68181422112715,69.90589973442735,129.90592767485637,7.196535248123203,899.8773305887574,20.667121064789768,Paddy,Urea,https://youtu.be/2t5Am0xLTOo
Kolhapur,Dark Brown,85.87561389798682,62.02246135765394,47.16894719483476,6.669599705723929,934.7050184587121,19.763951849172557,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Pune,Black,147.58005296851937,60.412868600188546,120.72105189186674,6.731796244160182,1037.4196300797053,19.31723391194842,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Kolhapur,Dark Brown,136.93491460221784,61.203102437786406,45.891603649479215,6.707873684027231,692.1756180428521,29.057147505088825,Paddy,SSP,https://youtu.be/nZxrPsXAJE46
Kolhapur,Dark Brown,86.98870388623699,58.120797756872136,54.12975217259247,5.833330064059606,676.2690114367817,23.800400085012047,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Kolhapur,Dark Brown,109.31957017238243,80.73903741203927,40.60789183686726,6.524280249612832,792.4083980319706,15.736079634116301,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Sangli,Black,136.4886000665499,60.52469516950472,52.71849523755616,5.249258154040434,601.3756475430885,20.56806869487906,Paddy,MOP,https://youtu.be/nZxrPsXAJE115
Satara,Black,69.17150438396844,57.56801509012449,58.91386104981042,6.123841509194605,696.3847813203599,25.437838612001475,Paddy,Urea,https://youtu.be/VNptnPJt5yo
Solapur,Black,125.03804950417063,76.99480898255045,60.077746310139034,7.754647915917567,1071.1273450357446,26.07686501125229,Paddy,MOP,https://youtu.be/2t5Am0xLTOo
Pune,Black,140.5791256783329,78.52954579877988,144.79703059719958,6.745938016386926,1066.013179804595,25.30672628149238,Paddy,DAP,https://youtu.be/2t5Am0xLTOo
